claim_id,policy_id,age,gender,marital_status,occupation,policy_tenure_months,policy_annual_premium,policy_coverage_type,policy_deductible,vehicle_age,vehicle_value,vehicle_category,claim_amount,incident_type,incident_severity,incident_location,police_report_filed,witness_count,photos_provided,tow_service_used,incident_hour,incident_day_of_week,claim_report_delay_hours,number_of_previous_claims,months_since_last_claim,total_claim_amount_history,bodily_injury_claim,injury_severity_score,repair_shop_type,repair_estimate_provided,fraud_probability,is_fraud
CLM0014507,POL004083,44,M,Single,Business,11,942.7250127709609,Standard,1000,1,14146.052248633538,Sedan,4636.43629770019,Fire,Moderate,Suburban,1,3,1,1,10,2,5.893588417227626,1,4.431467298162201,4883.484322039189,0,8,Independent,0,0.25005386630973514,0
CLM0014508,POL001891,45,M,Married,Business,11,300.0,Standard,500,13,29213.71934082508,Truck,7755.8921114108225,Theft,Minor,Urban,1,1,0,0,17,2,12.51828722137172,2,4.786647052736712,18580.869804414302,1,4,Independent,1,0.4750132383627311,0
CLM0014509,POL003206,40,F,Single,Skilled,17,1620.9764020539176,Comprehensive,2500,2,29338.69743177578,Sedan,14048.601798500107,Collision,Moderate,Suburban,0,0,1,1,12,4,19.755436163616544,2,92.06161677606437,10233.004191619031,0,3,Independent,1,0.3325187147425044,0
CLM0014510,POL000478,57,F,Married,Skilled,32,797.1652512225292,Comprehensive,500,1,12236.23792230579,SUV,12387.09070289142,Collision,Major,Suburban,1,0,1,1,21,2,10.002373626024786,1,0.872231925588806,10495.223643245341,1,3,Authorized,1,0.7061420651489032,0
CLM0014511,POL002367,48,M,Single,Student,18,2477.7886982631676,Standard,1000,5,27026.408508096294,Truck,25539.52790834099,Fire,Moderate,Urban,0,1,1,0,22,5,3.3527202193110166,2,35.41616410972142,34772.42323582989,1,9,Authorized,0,0.8514501037084429,1
CLM0014512,POL002527,71,M,Married,Retired,8,1546.5565424205015,Comprehensive,250,5,8189.302050325501,Sedan,5694.519212581189,Natural Disaster,Major,Urban,1,0,1,0,19,6,12.268955902165843,0,15.753278432909932,10814.88445652664,0,8,Independent,1,0.3802994458855218,0
CLM0014513,POL000367,73,M,Married,Retired,44,590.2602614733113,Comprehensive,2500,2,36556.87899801311,Sedan,2448.359908812887,Hit and Run,Minor,Suburban,1,1,1,0,12,6,3.6135355196092536,0,11.520509105741972,29482.266686708208,1,2,Independent,1,0.039986916137211524,0
CLM0014514,POL001837,47,M,Divorced,Skilled,36,455.0582185837685,Comprehensive,2500,3,10586.314946097213,Sedan,8798.29177920476,Hit and Run,Moderate,Urban,0,4,1,0,21,3,23.32757326699923,0,44.600540338614906,17187.40106124577,0,5,Independent,1,0.5004184349360682,0
CLM0014515,POL001716,41,F,Single,Professional,12,500.45257799568327,Standard,1000,2,4216.059972387996,Sedan,9646.329587636108,Collision,Major,Urban,0,1,1,1,17,6,3.196338385337605,1,4.53872243141205,3577.2245302534106,0,5,Authorized,1,0.706968756231179,0
CLM0014516,POL000013,44,F,Married,Professional,32,967.3165014291224,Comprehensive,250,13,27969.37533427849,Sedan,29257.258013232527,Fire,Moderate,Rural,1,0,1,1,23,3,1.9284501240440821,3,12.923339974516338,12692.581103617304,1,4,Independent,1,0.8584628503784186,1
CLM0014517,POL000536,32,F,Divorced,Skilled,40,908.7486804139972,Comprehensive,1000,5,34518.66019378255,SUV,4325.201962827016,Collision,Minor,Urban,1,0,1,0,0,2,15.118737249025987,0,12.161337084687204,4298.620464260654,1,7,Independent,1,0.32055035711680235,0
CLM0014518,POL003240,44,F,Single,Retired,51,2126.5812189916383,Standard,2500,11,19308.89721701843,SUV,24087.847323988317,Collision,Minor,Suburban,0,0,1,1,16,6,4.192533239960997,2,10.119210511479988,6156.773473365517,0,9,Independent,1,0.4536251075596043,0
CLM0014519,POL002318,18,F,Married,Skilled,17,909.392481119462,Premium,250,3,13411.281627110886,SUV,5210.353595938688,Collision,Moderate,Rural,1,0,1,1,19,6,1.3615651829764612,0,12.46054046365451,25886.185216007503,1,0,Independent,1,0.37000746077274516,0
CLM0014520,POL004043,30,F,Married,Retired,47,687.30234682447,Basic,500,0,26430.481170214996,Truck,35469.44411891347,Fire,Minor,Urban,1,0,0,1,12,4,5.766535489384438,2,9.793373483012818,14294.533012416916,0,4,Authorized,0,0.7839655895288237,1
CLM0014521,POL000376,54,M,Single,Business,11,1700.9717672330069,Comprehensive,250,1,31418.414506492772,Luxury,3699.0611997604083,Collision,Total Loss,Urban,1,0,0,1,12,0,3.1488072631204256,1,9.16070090904954,4246.252043101628,0,9,Authorized,1,0.22945768353363366,0
CLM0014522,POL001725,50,M,Single,Professional,13,2337.1269386025956,Standard,2500,8,26479.639826225917,Sedan,34858.50320105317,Fire,Major,Suburban,1,0,1,1,4,5,17.753029723233595,1,7.135667189058239,3908.534789862971,1,6,Authorized,1,0.9310823284409039,1
CLM0014523,POL000257,39,M,Single,Student,23,418.5616914938633,Comprehensive,1000,1,23947.358529461326,Sports,21509.704889642577,Collision,Major,Highway,1,1,1,0,18,1,30.42145884861859,1,68.70713412212217,15470.982265434763,0,4,Unknown,1,0.6708259317502672,0
CLM0014524,POL002265,48,F,Married,Student,20,3937.08992307961,Standard,500,11,28394.966538840315,Truck,18493.056886993018,Natural Disaster,Minor,Suburban,1,1,0,1,15,0,6.891476152064283,0,23.296244497682082,9273.241394448018,0,5,Independent,1,0.27991316932482363,0
CLM0014525,POL000450,66,M,Single,Business,20,3160.4862310231047,Premium,1000,2,17364.284653975636,SUV,16503.94170701968,Theft,Moderate,Urban,1,0,1,1,14,0,5.274348948887142,1,8.61675430314017,2169.741052214219,0,7,Independent,1,0.6596239154804864,0
CLM0014526,POL000894,35,F,Single,Professional,39,2285.4642056430966,Standard,2500,1,27976.159797365803,Sedan,11414.785381884192,Natural Disaster,Minor,Suburban,0,0,1,0,2,3,4.683941735339762,0,6.71119438614882,7544.137094291082,0,6,Authorized,1,0.1829720853945176,0
CLM0014527,POL003213,19,M,Married,Professional,22,1056.7692280953431,Standard,250,0,36925.96259757387,Sedan,12154.671212616006,Collision,Minor,Highway,0,4,0,0,9,4,18.212549265947494,2,6.282841346970903,8578.27202913808,0,0,Authorized,1,0.26500358420653164,0
CLM0014528,POL001185,52,F,Married,Professional,24,2442.8231031706337,Standard,250,6,26284.138467477173,Truck,12118.407025712571,Collision,Minor,Suburban,1,0,1,0,14,4,17.655097387719607,1,8.342614700990186,4305.309480777216,1,3,Authorized,1,0.26084974789817916,0
CLM0014529,POL003224,50,M,Single,Business,37,300.0,Standard,1000,12,41480.919689747134,Sedan,14781.432994696184,Theft,Moderate,Suburban,1,0,1,1,15,1,21.756532821407518,1,14.644034360970046,13274.136012393847,0,4,Authorized,0,0.5784775909639938,0
CLM0014530,POL001309,54,M,Married,Professional,63,456.3048246130947,Comprehensive,2500,5,20599.574805609973,Truck,25083.98443941334,Vandalism,Minor,Suburban,1,0,1,0,21,4,8.375286306166672,2,42.54778010354964,8464.482111464938,0,4,Authorized,1,0.45088677328580046,0
CLM0014531,POL004706,22,F,Widowed,Skilled,21,1132.7259709145603,Basic,250,3,16441.92421791811,SUV,6188.918891175301,Collision,Moderate,Suburban,1,2,1,1,18,4,1.0206329135390575,1,6.715989774211393,5683.507928794006,1,4,Authorized,1,0.21638580049018155,0
CLM0014532,POL000917,18,M,Single,Skilled,24,961.807794559558,Premium,1000,3,43494.583025566266,SUV,8903.524808476428,Fire,Moderate,Rural,0,2,1,1,18,5,10.716882687568056,3,39.01679741586318,8727.241243895445,0,4,Authorized,1,0.35757840511728867,0
CLM0014533,POL000148,46,F,Single,Skilled,30,1375.4187653592478,Standard,250,3,26675.42945501323,Truck,8489.713464640827,Fire,Minor,Highway,1,1,1,0,23,4,0.7452345390706919,1,1.636710949164163,13912.757592330414,0,9,Authorized,1,0.5412052384364734,0
CLM0014534,POL004752,45,M,Single,Skilled,64,1071.0899050200776,Basic,250,15,29202.765668404896,Truck,1986.0576495869873,Collision,Moderate,Highway,1,1,1,1,14,0,17.227405857195336,1,28.80879511193723,15368.042351805178,1,5,Authorized,1,0.09379844703331931,0
CLM0014535,POL002115,36,M,Single,Skilled,21,2601.837933578753,Premium,2500,25,3165.9485176086637,Sports,3817.203994420614,Collision,Minor,Rural,1,2,1,1,15,3,10.35644754301787,2,32.41959197115492,1081.2272246855823,0,8,Authorized,1,0.2885858010211084,0
CLM0014536,POL004017,65,M,Married,Business,39,389.9752896202708,Standard,1000,6,14280.25658757436,Truck,3465.618802545885,Hit and Run,Minor,Urban,1,3,0,0,11,4,19.07424721623029,3,16.584608830294627,2785.5691031909414,1,3,Authorized,1,0.223184582217281,0
CLM0014537,POL003941,41,M,Widowed,Business,31,696.9335461830507,Comprehensive,2500,6,22997.86691222727,Sports,1616.2815794962676,Vandalism,Moderate,Urban,1,1,0,1,16,1,1.8802127793589487,2,32.34256869949069,1799.059562220703,0,8,Unknown,0,0.3045234012527698,0
CLM0014538,POL004072,61,M,Married,Business,12,1705.7104574164007,Basic,250,18,21333.030247735205,Truck,8863.087310654051,Collision,Major,Urban,1,0,0,0,5,2,20.15011145639672,0,15.840582902634265,4085.7618494369235,0,7,Unknown,1,0.6873648105019069,0
CLM0014539,POL002796,56,F,Married,Professional,24,931.0186905452567,Comprehensive,2500,0,30697.508951149273,SUV,4308.770438201183,Vandalism,Major,Urban,1,0,1,0,12,0,4.980644097748841,1,0.6811938005704423,7855.249006540611,1,3,Authorized,1,0.12856388653709688,0
CLM0014540,POL000443,24,F,Married,Business,16,1996.3497083170219,Standard,500,1,13246.042781890541,Luxury,9834.731663773615,Vandalism,Moderate,Highway,1,4,1,0,22,3,7.648689751826119,1,65.24663930540751,3351.6615262620758,0,2,Independent,1,0.37817508158593094,0
CLM0014541,POL002945,27,F,Single,Professional,21,1633.5497902749894,Basic,250,12,40029.81930059172,Luxury,18793.889136847385,Natural Disaster,Minor,Urban,0,0,1,0,21,0,23.44087319370631,0,8.425389876928797,2529.9033614179225,0,1,Independent,1,0.2794417694562026,0
CLM0014542,POL003937,21,M,Single,Business,25,2248.1139900912003,Basic,2500,7,24011.30329318298,Sedan,2939.9858253322673,Collision,Minor,Rural,1,0,1,1,14,1,1.422726405627157,2,6.086096053547994,6249.448423731502,1,0,Unknown,1,0.2776475357204757,0
CLM0014543,POL000399,48,F,Married,Skilled,10,2377.471475958483,Premium,2500,0,23140.812438367797,Sedan,9710.884345055601,Vandalism,Total Loss,Suburban,0,0,1,0,6,5,18.37776510473554,0,1.7831926206625295,8338.87763609253,0,3,Unknown,1,0.4630311028080606,0
CLM0014544,POL001152,43,F,Married,Retired,26,2891.387754276497,Premium,2500,0,16027.849242585788,Truck,10571.10343081797,Theft,Moderate,Highway,1,0,1,0,14,5,3.5717949946836205,3,13.965025064781774,2197.7831422520726,0,3,Authorized,0,0.5291175909075008,0
CLM0014545,POL003793,63,M,Single,Retired,72,773.3568704825336,Comprehensive,2500,2,4272.723981747452,SUV,14629.562183948829,Collision,Moderate,Suburban,1,0,0,1,5,4,11.041686540035167,1,13.200446296367812,8422.117154705766,1,7,Authorized,0,1.0,1
CLM0014546,POL002996,51,M,Single,Student,45,501.39166076773733,Standard,1000,13,30836.59727390865,SUV,12205.650320905339,Natural Disaster,Total Loss,Highway,1,1,1,0,11,4,5.525463096988334,1,56.41142402840032,5155.009493320725,1,4,Independent,1,0.2222435728965002,0
CLM0014547,POL002217,21,M,Married,Skilled,11,4789.344047609317,Basic,1000,6,24710.750020171537,Luxury,39382.66640435201,Fire,Moderate,Urban,1,0,1,0,12,0,100.14520151772868,2,12.425019193332547,7977.66809240639,0,2,Authorized,1,0.895857945744752,1
CLM0014548,POL001708,34,F,Married,Retired,29,3306.6901722554676,Standard,250,14,32284.245239427084,Sedan,6729.740944680262,Theft,Minor,Rural,1,2,1,0,15,0,2.4145493324046274,0,60.78595052361234,3781.738930770779,0,7,Independent,0,0.2878654582246105,0
CLM0014549,POL003332,18,F,Married,Student,3,1026.7499910872689,Comprehensive,500,3,15905.131118501411,Truck,18176.3881467475,Collision,Moderate,Rural,1,0,1,0,5,6,16.431080117056403,0,81.13080156599605,25037.721495017788,0,2,Authorized,1,0.8656859101185425,1
CLM0014550,POL001988,46,M,Married,Skilled,25,1255.9105890809906,Standard,1000,0,10068.82608591471,Luxury,6784.020163248879,Collision,Moderate,Urban,0,1,1,0,7,1,32.65396026725099,2,10.852011499578182,1292.8567849576084,0,3,Independent,1,0.5260750762214184,0
CLM0014551,POL004603,85,F,Married,Skilled,6,320.9092879172895,Basic,250,2,31226.451930669013,Sedan,9648.180154431433,Collision,Minor,Rural,0,2,1,0,3,2,21.628926579831578,0,31.31584241286125,2858.126588002735,1,9,Authorized,1,0.3125538265872194,0
CLM0014552,POL002569,44,F,Single,Business,31,1178.6274955659367,Basic,500,8,16444.01628476118,SUV,16078.32488054764,Vandalism,Major,Suburban,0,1,1,0,14,2,34.85239082998855,2,6.643405716168122,3659.8480175025466,0,7,Authorized,0,0.8709804482571034,1
CLM0014553,POL000161,45,F,Widowed,Professional,36,1489.9727768502062,Comprehensive,500,4,13668.266385056428,Sports,3591.101209988981,Collision,Moderate,Urban,1,0,1,1,17,6,0.4737446470978284,0,8.977985374494462,14065.396887311568,0,2,Authorized,1,0.12023308124540344,0
CLM0014554,POL004436,41,F,Single,Business,10,668.8516170282815,Standard,500,8,10899.717715488965,Truck,5378.159258125726,Hit and Run,Major,Suburban,0,1,0,0,18,0,19.082692695407793,2,20.400579583961363,20889.394970103378,1,1,Authorized,1,0.5091134326676401,0
CLM0014555,POL003905,47,M,Single,Business,11,1192.9403506704332,Basic,2500,5,11621.894482796291,Sedan,13559.276867256145,Theft,Moderate,Highway,0,0,1,1,16,3,28.76526985868163,1,12.726664476055198,14858.623961392826,0,2,Unknown,1,0.738616675390625,1
CLM0014556,POL003574,39,M,Divorced,Skilled,5,700.5311717811301,Comprehensive,500,11,10953.543812980357,SUV,17188.140475927292,Natural Disaster,Minor,Suburban,0,0,1,0,10,0,8.329721173640278,0,31.53615581679585,30729.559874925755,0,7,Independent,0,0.8868170338778719,1
CLM0014557,POL003178,51,M,Single,Student,25,2492.541950607766,Comprehensive,500,1,15373.390926909029,Sports,2066.16001358627,Theft,Moderate,Urban,1,1,1,1,6,2,5.841272749268422,4,3.2559682389237015,5062.51409689018,0,9,Authorized,1,0.3566719973652036,0
CLM0014558,POL001826,29,F,Married,Retired,24,549.5854015967875,Standard,250,2,32174.20912828242,Luxury,8509.242171761554,Natural Disaster,Major,Suburban,1,2,1,1,11,6,8.58370496738066,0,19.340600373974922,2145.9626828658616,1,1,Independent,0,0.3246753837788156,0
CLM0014559,POL003925,30,M,Divorced,Business,10,1398.1146975770907,Standard,500,9,20090.919165413958,Sedan,2938.1212974628556,Vandalism,Major,Suburban,0,2,1,1,16,5,21.42278842353586,1,69.1402069869086,2985.526924433717,0,4,Authorized,1,0.3954279995321926,0
CLM0014560,POL001624,21,M,Married,Retired,23,1751.7001213422923,Standard,2500,2,19946.66112582709,Sedan,34801.01475753598,Fire,Moderate,Rural,0,0,0,0,3,4,5.700440737193506,0,53.090320707645354,21833.49399090611,0,3,Authorized,1,0.7338064150972613,1
CLM0014561,POL001177,41,F,Married,Student,44,2185.2791924301237,Comprehensive,2500,2,28941.49173983408,Sedan,10136.725465978709,Natural Disaster,Major,Urban,0,0,1,0,16,1,39.817323778457826,0,67.72542275466952,4505.026327951378,1,8,Authorized,1,0.48740125660469025,0
CLM0014562,POL004919,24,M,Married,Professional,14,1212.5524705970117,Standard,250,6,20519.131483861533,SUV,9295.833635273833,Fire,Moderate,Highway,1,3,1,0,9,0,13.163715417062944,0,5.250720660789222,14436.218645363122,0,4,Authorized,0,0.4408227040774774,0
CLM0014563,POL003721,65,F,Divorced,Skilled,18,920.4650566475639,Comprehensive,500,4,11286.746309841987,SUV,2183.4948516121945,Vandalism,Minor,Urban,1,0,1,1,17,4,6.7366147270510455,0,0.539742755208896,8318.8907194832,0,9,Authorized,1,0.10453096720778007,0
CLM0014564,POL004881,35,M,Married,Business,19,1129.5530733937649,Standard,2500,1,15182.16188788612,Sedan,2171.4737108101917,Fire,Moderate,Suburban,1,0,1,0,10,6,9.781275256341624,1,0.6104999772405728,15899.669266126315,1,4,Independent,1,0.3293140200444179,0
CLM0014565,POL003221,18,F,Married,Professional,11,775.8848278934352,Basic,250,1,24059.06880490267,Sedan,14273.773714300458,Natural Disaster,Moderate,Suburban,1,2,1,1,10,0,8.524488822889172,3,8.576726719210786,7808.892965142811,0,4,Independent,1,0.49720565150155976,0
CLM0014566,POL003260,23,M,Widowed,Skilled,30,1978.1305085600247,Standard,250,3,27491.073597127415,Truck,2721.0116920771698,Natural Disaster,Minor,Urban,0,1,1,0,6,2,11.810378119371114,1,28.2796660761298,6581.821852279116,0,9,Authorized,0,0.12159128651704246,0
CLM0014567,POL000131,44,M,Widowed,Skilled,22,1098.9119992115347,Standard,250,4,21878.697569946402,Truck,2561.022908315594,Hit and Run,Moderate,Rural,1,3,1,1,12,2,2.9675981415673327,1,21.03643596184935,4352.671683624032,0,3,Authorized,0,0.10120768006735376,0
CLM0014568,POL003563,52,M,Married,Business,20,1765.9696351407742,Basic,1000,5,33071.51281863081,Luxury,3563.3683029739655,Collision,Minor,Suburban,1,0,0,1,15,4,7.312031875601365,0,52.03281981116149,935.2820017463415,1,0,Independent,0,0.3600508916570603,0
CLM0014569,POL001500,47,F,Single,Retired,32,515.3501453638612,Comprehensive,500,9,17170.244282421045,Sedan,16692.995492575956,Collision,Minor,Urban,0,2,1,1,4,6,32.32185941627865,3,30.008293637542018,4056.251826432448,0,5,Authorized,0,0.6576614538485845,0
CLM0014570,POL002789,28,F,Married,Skilled,7,916.8384361977159,Comprehensive,2500,16,18565.088342069484,SUV,6829.243998133047,Theft,Moderate,Urban,1,0,1,1,13,6,1.538624657282718,0,3.3872275253054873,12034.674964369238,1,7,Authorized,1,0.48442240310307694,0
CLM0014571,POL004877,32,M,Single,Professional,19,657.0319089810515,Standard,1000,8,25988.10202913105,Sedan,11926.356328752123,Vandalism,Minor,Urban,0,3,1,0,15,0,4.394912528875865,1,40.59020934882465,11002.20181179264,1,7,Unknown,1,0.40393929461233813,0
CLM0014572,POL003709,30,F,Married,Skilled,26,1113.452770207566,Standard,500,8,13905.03567186414,Luxury,3021.5271755123767,Hit and Run,Moderate,Urban,1,2,1,0,14,2,16.569827816578776,1,16.3555276361051,7725.822022192075,0,6,Unknown,1,0.23883333617579078,0
CLM0014573,POL001708,51,F,Married,Skilled,7,300.0,Standard,2500,14,44905.57385211442,Sedan,4854.267052323676,Collision,Moderate,Urban,1,2,0,0,8,5,33.645981890827656,2,57.16665975503673,3274.1857801727892,0,1,Authorized,1,0.258475956981873,0
CLM0014574,POL001770,43,F,Married,Skilled,7,1542.5221663324621,Comprehensive,2500,2,13884.700896577542,Sports,6686.288729052949,Vandalism,Total Loss,Rural,1,0,1,1,2,1,32.526374568634594,2,12.071978945038907,17600.938609639714,0,8,Independent,0,0.29290235746515214,0
CLM0014575,POL001319,34,M,Married,Student,13,1110.5387088442258,Premium,1000,4,35753.149547264,Luxury,32836.673673015175,Natural Disaster,Moderate,Suburban,0,0,0,0,16,0,36.1855847904262,0,4.188104304664142,6717.485692534152,1,7,Independent,1,0.8313903694255972,1
CLM0014576,POL003380,31,M,Divorced,Professional,93,1985.222619329041,Basic,2500,13,3000.0,SUV,7340.883962749111,Fire,Minor,Rural,1,1,1,0,11,4,11.45776657718176,2,23.009641183021586,18854.75282026161,0,8,Independent,0,0.5750368123050233,0
CLM0014577,POL002774,33,M,Single,Skilled,22,394.73561395469466,Basic,250,5,19865.598577586967,Sedan,10280.687273485331,Natural Disaster,Total Loss,Suburban,1,0,1,0,9,6,5.545269148490854,1,45.259609250620045,15940.267518506493,0,5,Authorized,1,0.5470298124346124,0
CLM0014578,POL002991,42,F,Single,Student,20,2793.910530667041,Comprehensive,2500,7,28216.619649095996,Sedan,8737.122405435444,Theft,Minor,Suburban,0,0,1,0,11,3,7.038093816979304,5,49.80598967217998,9338.834511749403,0,3,Independent,1,0.4038123500568951,0
CLM0014579,POL003045,63,M,Married,Skilled,27,735.5255390499185,Standard,250,1,11871.090394159744,Luxury,3808.5175783529526,Hit and Run,Minor,Rural,1,3,0,0,22,3,0.38638474610716256,0,9.754130641547338,15865.380046927376,1,3,Authorized,1,0.4403410253293344,0
CLM0014580,POL000376,44,M,Married,Professional,22,1198.3073796511508,Comprehensive,1000,0,27984.81617395127,Sedan,2425.607464944156,Fire,Minor,Urban,0,1,1,0,15,3,0.5128779911771175,1,58.333377891328276,7835.708519023058,0,2,Independent,0,0.25900511952787403,0
CLM0014581,POL003037,36,M,Married,Student,15,761.4812353628429,Premium,1000,0,33501.359267020365,SUV,23946.783783361556,Theft,Minor,Urban,1,0,1,0,1,6,17.318519151429005,4,14.155153016097067,4963.835326817902,1,2,Authorized,1,0.7718191425211245,1
CLM0014582,POL000661,35,M,Divorced,Retired,4,746.1364131633597,Premium,2500,0,23315.827376282967,SUV,7081.080388652267,Theft,Major,Urban,0,3,1,0,20,5,12.66719550425518,1,12.704996733624258,4839.893639522766,1,5,Authorized,0,0.6884498144926585,0
CLM0014583,POL001404,69,M,Married,Skilled,22,889.2253976726512,Standard,2500,5,15491.695241502795,Sedan,8538.284399627055,Hit and Run,Moderate,Urban,0,1,1,0,10,6,29.317273924838904,1,20.350859581380703,33151.94114861905,0,6,Independent,1,0.591750730494873,0
CLM0014584,POL000741,55,M,Married,Student,12,1784.7117862534963,Standard,500,2,39179.85643945854,SUV,21426.50355636651,Hit and Run,Minor,Suburban,0,0,0,0,5,5,15.8195299530919,1,19.553609631380475,16451.536388426484,1,0,Unknown,1,0.7250173468943582,1
CLM0014585,POL000304,57,F,Single,Business,15,1548.3313522808348,Comprehensive,1000,2,25905.2460627084,Truck,11105.653119897577,Hit and Run,Minor,Suburban,1,3,1,1,16,1,16.205073459865215,1,7.900163337236126,22698.350929825938,0,3,Authorized,1,0.20057924103812352,0
CLM0014586,POL001086,53,M,Married,Business,54,2056.8251691437645,Standard,2500,2,37648.88720218318,Truck,5308.819201492464,Natural Disaster,Moderate,Urban,0,2,1,0,6,1,12.124888456155663,0,9.602442374245099,3896.4439197469437,0,6,Independent,1,0.0901413593489252,0
CLM0014587,POL004882,41,M,Married,Business,57,1132.6267344034206,Basic,250,2,21316.896130523444,Luxury,6663.881420491845,Theft,Major,Suburban,1,3,1,0,7,3,32.27854720672288,0,57.84126943931787,12599.13178862982,1,6,Independent,0,0.5246638489916275,0
CLM0014588,POL003180,61,M,Married,Skilled,5,1000.5933192052277,Comprehensive,250,16,22708.826167810163,Sedan,20142.406074597464,Theft,Moderate,Urban,1,0,0,0,16,0,12.937561840504458,0,6.5558907824669985,5744.716247464497,0,9,Authorized,0,0.7694639004036106,1
CLM0014589,POL001211,18,F,Divorced,Retired,13,457.592847266503,Comprehensive,2500,2,15792.120337219805,Sports,8893.163500421537,Collision,Moderate,Highway,1,2,1,1,8,1,35.28094636690078,1,50.13837877359502,409.82435943128144,0,8,Independent,0,0.600406316884127,0
CLM0014590,POL003035,66,M,Married,Student,6,800.6200668702213,Standard,2500,4,59864.88460766869,SUV,11084.568894880565,Collision,Moderate,Rural,1,0,1,1,7,0,6.164535138710461,0,32.09738267086787,13813.4189491645,0,7,Authorized,0,0.35930674435485377,0
CLM0014591,POL000229,53,F,Widowed,Professional,6,300.0,Basic,500,6,25665.160161635362,Sedan,2605.196466448268,Vandalism,Major,Urban,1,3,1,0,23,6,37.678093098788274,2,24.79357322987341,5579.487534609372,0,1,Authorized,1,0.37926085559370043,0
CLM0014592,POL003120,49,F,Married,Skilled,23,2099.5378983698733,Basic,2500,23,28479.047089333275,SUV,8265.52486155863,Natural Disaster,Moderate,Highway,0,1,1,1,7,6,2.321327917674571,1,13.047162518527077,7793.223260037245,0,4,Independent,1,0.13760210162773853,0
CLM0014593,POL001855,29,F,Married,Retired,11,903.9880246633502,Standard,250,7,47047.54312387589,SUV,12193.610775075247,Collision,Minor,Rural,0,0,1,0,22,2,6.14715118367069,0,27.036352617428207,1923.9725353499894,1,7,Authorized,1,0.4424045486189782,0
CLM0014594,POL000268,56,M,Married,Business,28,1808.997287039994,Standard,1000,5,9782.190580013244,Sedan,3991.7711025463227,Collision,Minor,Suburban,1,2,1,0,16,5,5.637242126209372,0,10.356512472597696,7503.440864861668,1,8,Authorized,1,0.08774667382929933,0
CLM0014595,POL002775,60,F,Married,Skilled,14,755.488987550558,Premium,1000,2,8112.892388588668,Sports,12975.740041794536,Collision,Major,Suburban,1,1,1,0,6,0,13.232838937982404,1,21.629410245127033,29366.014097177238,1,1,Independent,0,0.5842005893389032,0
CLM0014596,POL002850,30,M,Single,Retired,40,1344.6265618027157,Standard,500,13,16971.091019210475,Sedan,8209.523025975674,Theft,Major,Urban,1,1,1,1,6,6,23.253541568492956,0,9.764872459069771,1694.2127835509593,1,7,Authorized,1,0.4611913786452636,0
CLM0014597,POL004350,31,M,Single,Student,22,926.9236571100201,Premium,2500,8,14159.416232017045,Sedan,4804.073244184712,Collision,Moderate,Urban,1,2,1,0,13,1,0.5095767506693589,2,22.827052366327212,8310.4332240719,1,5,Independent,1,0.3142830548627332,0
CLM0014598,POL004966,25,F,Single,Business,32,1912.8419720265697,Basic,2500,0,22107.071694811595,Truck,7209.705899436666,Hit and Run,Moderate,Rural,0,0,1,0,18,4,2.5764080303478254,1,0.5372453261830273,6866.981448604679,1,9,Authorized,1,0.2162968254771075,0
CLM0014599,POL002135,50,F,Widowed,Professional,20,665.8251505589171,Comprehensive,250,7,19091.198701029683,SUV,6117.349768646457,Fire,Minor,Urban,0,1,0,0,8,5,1.7464923967163277,2,44.82422984666087,14427.021187005337,0,3,Independent,1,0.4615923380473813,0
CLM0014600,POL003460,40,M,Married,Skilled,27,1774.8248754007946,Basic,500,0,4054.678184773538,Sedan,3473.8633240555496,Natural Disaster,Minor,Urban,1,0,1,0,23,2,15.091619628070461,3,29.111109626023733,22004.401571672806,1,4,Unknown,1,0.5868325481232348,0
CLM0014601,POL002270,75,M,Married,Retired,27,593.7646624618512,Comprehensive,2500,11,20082.101291304603,SUV,11128.603319710857,Natural Disaster,Minor,Urban,0,0,0,0,5,6,3.7770447901582136,1,40.56864569897793,9666.306830775207,1,2,Unknown,1,0.8181333560520507,1
CLM0014602,POL000990,18,F,Married,Skilled,27,300.0,Standard,500,9,38711.9928005067,Truck,6539.754261564303,Fire,Major,Suburban,0,1,1,0,11,4,132.54531570511972,0,18.9397805437027,6659.818992047086,0,1,Independent,1,0.7774972058665641,1
CLM0014603,POL004493,28,M,Married,Skilled,45,755.1559215307445,Comprehensive,1000,9,7815.50577329162,Sedan,16047.744084948607,Collision,Minor,Suburban,0,0,0,0,13,0,38.36857230319575,2,34.027206625463506,692.3951212396828,0,2,Unknown,1,0.7376655333131585,1
CLM0014604,POL000938,42,M,Married,Student,56,3258.272056562088,Premium,250,5,21686.30702292296,Sedan,3060.9343922672697,Collision,Major,Highway,1,1,0,0,0,5,29.93617145669584,0,6.464112768895825,6934.2214274134785,0,8,Authorized,1,0.14104586959768023,0
CLM0014605,POL000440,52,F,Married,Business,38,719.6637545765236,Comprehensive,2500,0,13596.461735298511,Sedan,5873.639767443412,Collision,Total Loss,Rural,1,0,1,0,9,0,3.446155163882933,2,12.890224863673074,10515.653272829475,1,9,Authorized,1,0.45103518289578093,0
CLM0014606,POL002359,51,M,Divorced,Skilled,5,1834.0113940114534,Standard,2500,18,7477.52447561662,Truck,2249.2975639639785,Collision,Moderate,Urban,1,0,1,0,1,6,15.287757575263155,1,16.853867294266056,6784.425667544119,0,2,Authorized,1,0.13369983165817032,0
